,ASIN,Impressions,Clicks,Spend,7 Day Total Sales,7 Day Total Orders (#),7 Day Total Units (#),7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales,7 Day Other SKU Sales,CTR (%),CPC,Conversion Rate (%),ACOS (%),ROAS,Material,Brand,Niche,SKU,Hero ASIN,Task Owner,FNSKU,Stock FC,Available,Total Stock,SourceID,Type,Trend,Layout ( Text and Image),Number of Colors,Trend Quote,Recipient/Sender in the Message,Color,Message Content,Style Design,Tone Design,Motif Design,Idea Note,Product Type,Image_URL
35,B0DXPJBZSV,317234,8148,8095.06,15366.17,1748,1768,1467,301,12865.37,2500.8,2.568451049,0.9935027,21.45311733,52.68105195,1.898215702,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1529,,Tran Phuoc Tam,X004KTKPQ7,601,126,601,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5SlpsNE9jUDo1ZTU2NTE3ZTJkYjY1YTY2MjE5MGE0MzY0M2I0ZmZkZDox,,Father Day,Text + Cliparts,More than 3 colors,0,1,Bright,Sentimental  ,Cartoon,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81aZ6T1XXFL._AC_SL1500_.jpg
36,B0DXPJCXRK,429207,4275,4384.91,7478.73,881,890,737,153,6210.13,1268.6,0.996022898,1.025709942,20.60818713,58.6317463,1.705560661,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1532,,Nguyen Uyen Phuong,X004KT9O37,1830,1769,1830,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5SlpsaUUyUjpiNzRmZmU0OTBhY2Q4OTM2MTIxY2E0ZjQ1YThhZWRkZTox,Rectangle Folded Card- DS D_c,Father Day,Only Text ,1-3 colors,0,1,Bright,Funny  ,Simple,Cute,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71do2Kidm2L._AC_SL1500_.jpg
37,B0DXPLRMWQ,297938,6929,5742.76,7880.43,902,906,757,149,6553.68,1326.75,2.325651646,0.828800693,13.01775148,72.87368836,1.372237391,Rectangle Folded Card,PAWZITY,Dad To Be,H2O_GreCard_1534,,Nguyen Huu Dat,X004KTLVAV,2013,1940,2013,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5Slpsc1prODo4M2E2ZTRjN2U2YWNmYzc5NTc3NmE4OGM2MDRjZjVjMjox,Rectangle Folded Card- DS D_c,Father Day,Text + Cliparts,1-3 colors,1,1,Bright,Sentimental  ,Simple,Cute,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71+ad4SJEkL._AC_SL1500_.jpg
38,B0DXPPFLNR,373316,3857,3314.8,4347.02,500,506,348,158,2969.02,1378,1.033172969,0.859424423,12.96344309,76.25453759,1.311397369,Square Folded Card,PAWZITY,Dad,H2O_GreCard_1526,,Nguyen Uyen Phuong,X004KTF75V,2712,2667,2712,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5SlpsY1BITzozMjVjNTExMjA4NzZhMGU2ZjRiNjgzODA2N2FhOWYwMzox,,Father Day,Text + Cliparts,More than 3 colors,0,1,Bright,Sentimental  ,Vintage,Elegant,Object-based,,Square Folded Card,https://m.media-amazon.com/images/I/71Cp9zumCuL._AC_SL1500_.jpg
39,B0DXPR3ZJ8,332648,12996,11880.25,15349.1,1760,1766,1329,437,11662.73,3686.37,3.906832448,0.914146661,13.5426285,77.4003036,1.291984596,Rectangle Folded Card,PAWZITY,Husband,H2O_GreCard_1536,,Tran Phuoc Tam,X004KTO4PF,1189,1022,1189,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5SlpsMW4zQTo0YzA3MjIwNTFjMmVmNWI0OTBjY2FmOTE0MWE2YTFmOTox,Rectangle Folded Card- DS D_c,Father Day,Text + Cliparts,1-3 colors,1,0,Bright,Sentimental  ,Simple,Cute,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71WUVChGgCL._AC_SL1500_.jpg
40,B0DXPT69LB,430107,10027,8382.17,12423.33,1391,1396,1047,349,9264.13,3159.2,2.331280356,0.835959908,13.87254413,67.47120136,1.48211382,Rectangle Folded Card,PAWZITY,Step Dad,H2O_GreCard_1537,,Nguyen Huu Dat,X004KTPDJB,1792,1685,1792,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5Slpsa1hCUToyMWE0OWFiYWU5OWNiOGE1MTg0MzEzOTYzOGI0MzM3Mzox,,Father Day,Only Text ,1-3 colors,1,0,Dark,Funny  ,Vintage,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/91tBg9qDg8L._AC_SL1500_.jpg
41,B0DXPTCGS5,464472,6313,4540.9,5988.07,785,834,790,44,5669.8,318.27,1.359177733,0.719293521,12.43465864,75.83244685,1.318696734,Rectangle Folded Card,PAWZITY,Graduation,H2O_GreCard_1540,,Mai Duy Quang,X004KTPEZJ,2107,2082,2107,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5SlpscnNGVzpiOTc5ZWQ1ODk0ZWMzZjY5MTQ5MGI4NThhM2E0MDQ5YTox,Rectangle Folded Card- DS D_c,Trend tháng 5,Text + Art (Bottom),1-3 colors,0,0,Bright,Funny  ,Cartoon,,People,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71W9U55uAHL._AC_SL1500_.jpg
42,B0DXPV3HDL,119574,3140,2920.45,2237.35,282,286,206,80,1592.94,644.41,2.625988927,0.930079618,8.98089172,130.5316558,0.76609769,Rectangle Folded Card,PAWZITY,Step Dad,H2O_GreCard_1535,,Tran Phuoc Tam,X004KTO7IJ,2199,2153,2199,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5SlpsT0M2SToxZDg5MzkwY2Y5ZWFlYjlhNWExZWM5MTEzMDkzODgzOTox,Rectangle Folded Card- DS D_c,Father Day,Text + Cliparts,1-3 colors,1,0,Bright,Sentimental  ,Simple,Cute,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71plOMM1lYL._AC_SL1500_.jpg
43,B0DXPVNBNR,251767,5626,6053.96,9256.76,1107,1113,919,194,7622.32,1634.44,2.234605806,1.076068255,19.67650196,65.40042088,1.529042148,Rectangle Folded Card,PAWZITY,Dog Dad,H2O_GreCard_1541,,Nguyen Huu Dat,X004KTPHFV,1742,1581,1742,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5SlpsT2l0SDpiMWUxMjRhMjhkNmExMTk1NWIzMmI1MjcwMmM0ZjQ5YTox,,Father Day,Only Text ,1-3 colors,1,1,Dark,Funny  ,Vintage,Cute,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/91sKSfkf2NL._AC_SL1500_.jpg
44,B0DXPW82LD,270904,6385,5926.87,7024.89,856,863,607,256,4875.03,2149.86,2.356923486,0.928249021,13.4064213,84.36957732,1.185261361,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1542,,Nguyen Huu Dat,X004KTSR17,1937,1874,1937,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5Slpsc3pRSjozNzg1NjczMDdlNjcyZTc4NDM0MTdiMWZmYTNhNTQwOTox,,Father Day,Only Text ,1-3 colors,0,1,Dark,Funny  ,Vintage,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/91P1ugdZTFL._AC_SL1500_.jpg
45,B0DXPWLJ9H,761514,4503,4392.15,7412.15,820,839,639,200,5714.81,1697.34,0.591322024,0.975383078,18.21008217,59.25608629,1.68759036,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1538,,Nguyen Huu Dat,X004KTNOY7,2042,1966,2042,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5SlpsZ1pjdDo1ZmQyYTU1ODhlNzY0MDQ4OTk2ZGM4OWMxMzY3ZTMzZjox,,Father Day,Only Text ,1-3 colors,0,1,Dark,Funny  ,Vintage,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/914P+ES92SL._AC_SL1500_.jpg
46,B0DXPWMRV1,609071,10754,8574.07,18323.3,2093,2103,1767,336,15583.65,2739.65,1.765639802,0.79729124,19.46252557,46.79326322,2.137059763,Rectangle Folded Card,PAWZITY,Dog Dad,H2O_GreCard_1546,,Nguyen Van Dung,X004KTPZSZ,770,529,770,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5SlpsM0drazo5YzI3ZDIxNzUwZjliODI1YTJjNDhjYjFlNWU5OTMzOTox,,Father Day,Text + Art (Center),1-3 colors,1,0,Bright,Funny  ,Cartoon,Cute,Animal ,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71utH9Q+f8L._AC_SL1500_.jpg
47,B0DXPWXJNM,305287,8608,7276.16,11931.99,1404,1410,1132,278,9595.88,2336.11,2.819641845,0.84527881,16.31040892,60.98027236,1.639874604,Rectangle Folded Card,PAWZITY,Dog Dad,H2O_GreCard_1549,,Nguyen Uyen Phuong,X004KTM1AF,1371,1243,1371,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5SlpsZ3FNSTo2MjA0OGVmNmEyNDkxYWIyNDYyNDU0NDQwNDc0NjBjNTox,Rectangle Folded Card- DS D_c,Father Day,Text + Cliparts,More than 3 colors,1,0,Bright,Funny  ,,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71XGDYM4VxL._AC_SL1500_.jpg
48,B0DXPXNHG3,282216,6029,5370.59,8847.94,964,968,831,137,7660.7,1187.24,2.136306942,0.890792835,15.98938464,60.69876152,1.647480072,Rectangle Folded Card,PAWZITY,New Dad,H2O_GreCard_1543,,Nguyen Van Dung,X004KTA0J9,1950,1776,1950,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5SlpscUhIaDo5YmUzNzZkMzNkYmJlMTllYjc5ZTM1MzkwMmVmOWY2ZTox,Rectangle Folded Card- DS D_c,Father Day,Only Text ,1-3 colors,1,1,Bright,Sentimental  ,Simple,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71GTX-wBKKL._AC_SL1500_.jpg
49,B0DXPXPV6T,584248,14863,12930.97,20067.58,2348,2363,1829,534,15754.12,4313.46,2.543953937,0.870010765,15.79761825,64.43711698,1.551900592,Rectangle Folded Card,PAWZITY,Husband,H2O_GreCard_1545,,Nguyen Huu Dat,X004KTSQXV,1169,966,1169,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5Slpsam9XZTpkNWY4M2M2MzFhYjU4ZTEwMmQ3NzI1YjA2OTk1MGIwMDox,,Father Day,Only Text ,1-3 colors,1,0,Dark,Sentimental  ,Vintage,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/91xBCMrAY9L._AC_SL1500_.jpg
50,B0DXPY1WQK,136722,4144,3499.84,5022.62,582,588,406,182,3429.09,1593.53,3.03096795,0.844555985,14.04440154,69.68156062,1.43509989,Rectangle Folded Card,PAWZITY,Step Dad,H2O_GreCard_1539,,Nguyen Huu Dat,X004KTP9NV,2139,2100,2139,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5SlpsSnNYeDpmNzhmYzJjMmM1ZWQ2NTA3N2FmMTBmN2I1ZGNjMTY2MDox,Kraft Card,Father Day,Only Text ,1-3 colors,0,0,Dark,Sentimental  ,Vintage,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/91S2P4ohE0L._AC_SL1500_.jpg
51,B0DXV5J3HY,672032,10899,9832.53,14302.08,1645,1652,1248,404,10926.06,3376.02,1.621797772,0.902149739,15.09312781,68.7489512,1.454567644,Rectangle Folded Card,PAWZITY,Husband,H2O_GreCard_1544,,Nguyen Van Dung,X004KZBQUF,1201,1036,1201,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RHY5SlpsN1pWRTowNzNkMTJlYzQ0Y2Y3MDFjYTYyOWI5N2VlYThiZjYyODox,,Father Day,Only Text ,1-3 colors,1,0,Bright,Sentimental  ,Simple,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71qE2W2GGJL._AC_SL1500_.jpg
52,B0DYDB7ZV1,853472,9172,11434.84,13980.18,1826,1953,1648,305,11636.53,2343.65,1.074669116,1.246711731,19.90841692,81.79322441,1.222595157,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1552,,Nguyen Van Dung,X004L3DWHB,18546,17442,18546,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExbXI0ZTpkZDI3NzFhZjk5MTVlOTViNjM2ZTA3ODc1NTRjM2U5Mjox,,Father Day,Text + Art (Bottom),More than 3 colors,0,1,Bright,Funny  ,Cartoon,Cute,People,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71NUcAdyefL._AC_SL1500_.jpg
53,B0DYDG2GP6,242383,1372,1711.78,1993.52,237,242,158,84,1322.12,671.4,0.566046299,1.247653061,17.27405248,85.86720976,1.164588907,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1554,,Nguyen Huu Dat,X004L35CAV,2354,2323,2354,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExRnpJNzozNjNlODFjY2ZiNjJkZDdmYmY1MmUzMzk4M2Y2YTE2Nzox,Rectangle Folded Card- DS D_c,Father Day,Text + Art (One side),More than 3 colors,0,1,Dark,Funny  ,Simple,Elegant,People,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81VxvhfADpL._AC_SL1500_.jpg
54,B0DYDJ2P5C,551380,12054,10352.9,14971.74,1713,1727,1259,468,10908.22,4063.52,2.186151112,0.858876721,14.21105027,69.1496112,1.446139729,Rectangle Folded Card,PAWZITY,Husband,H2O_GreCard_1550,,Nguyen Huu Dat,X004L3N0MN,3056,2920,3056,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoxQVlRZkViUTo3Y2QyODAyMWUxNjhhY2UyY2VkZTM0NDcyZjdjNWNhMDox,,Father Day,Only Text ,1-3 colors,1,0,Dark,Sentimental  ,Vintage,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/91UN3aPAUUL._AC_SL1500_.jpg
55,B0DYDNB86H,603386,3022,3305.76,4735.04,555,575,439,136,3675.27,1059.77,0.500840258,1.093898081,18.36532098,69.81482733,1.432360486,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1551,,Nguyen Uyen Phuong,X004L3KE6N,2130,2088,2130,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExb2psRTpjZTg1NjIxZjZiYzYyZjRhMDk4NGNjNDVkYmQ5YjcwNzox,,Father Day,Text + Art (Bottom),More than 3 colors,0,1,Bright,Funny  ,Cartoon,Cute,People,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71RSe1E3QdL._AC_SL1500_.jpg
56,B0DZ234BD5,265714,4226,3950.33,4667.76,546,558,534,24,4444.68,223.08,1.590431818,0.934768102,12.92001893,84.63010095,1.181612675,Rectangle Folded Card,PAWZITY,Retirement,H2O_GreCard_1571,,Truong Thi Bich Ha,X004LDXN75,1891,1868,1891,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExVEpWOToyM2Q4ZTQ0ODI0MzczZmFiMjFkODFlNjU5ZmQ2ZWUyYTox,,Trend tháng 5,,,0,0,,,,,,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71B5IcHtQoL._AC_SL1500_.jpg
57,B0DZ23S6JB,482400,5085,5011.57,6286.43,727,733,501,232,4298.99,1987.44,1.054104478,0.985559489,14.29695182,79.72044547,1.254383357,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1566,,Tran Phuoc Tam,X004LDTWBV,2124,2013,2124,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExMldpVTphZmI5NzBmYWUyOWNmZjY2OTAyYTk3NzMyODU2N2FhNDox,,Father Day,Text + Art (Center),1-3 colors,0,1,Bright,Funny  ,Cartoon,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/61yAHyJC7lL._AC_SL1500_.jpg
58,B0DZ24D4WW,325302,5389,4842.49,6617.8,802,806,608,198,4976.59,1641.21,1.656614469,0.898587864,14.88216738,73.17371332,1.366610979,Rectangle Folded Card,PAWZITY,Step Dad,H2O_GreCard_1557,,Nguyen Uyen Phuong,X004LDDBCR,1932,1811,1932,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExQXZscDplYjlkZDI1MTJiZTEwNzk4YmIzMjAzN2NjMTM4M2YyZDox,,Father Day,Text + Art (Bottom),More than 3 colors,1,1,Bright,Funny  ,Cartoon,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71sAaQvozjL._AC_SL1500_.jpg
59,B0DZ24SXM3,2817048,42720,42924.45,72735.91,8709,9092,8539,553,67932.63,4803.28,1.516481082,1.004785815,20.38623596,59.01411009,1.694510005,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1553,,Nguyen Huu Dat,X004LDTUVX,14298,9337,14298,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExQmlSRjpjZjk3YmJkMjE1MjhjYTU3ZTI4NjQxYzJiNzU1NzdkZTox,,Father Day,Text + Art (Bottom),More than 3 colors,1,1,Bright,Funny  ,Cartoon,Cute,People,,Rectangle Folded Card,https://m.media-amazon.com/images/I/81uSpWRLUTL._AC_SL1500_.jpg
60,B0DZ251CQM,551053,11102,13267.86,28683.91,2134,2254,1936,318,24224.65,4459.26,2.014688242,1.195087372,19.22176184,46.25540939,2.161909306,Card Pack 24,PAWZITY,Graduation,H2O_GreCard_1558,,Truong Thi Bich Ha,X004LDXPWX,832,691,832,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExVHFiYjplY2RiZjhmZTRkZWJkMzlkY2RmMmRkM2JiNGExMDZhZDox,,Trend tháng 5,Text + Cliparts,1-3 colors,1,0,Seasonal Color  ,Graduation Message,Cartoon,Elegant,Text-based,,Card Pack 24,https://m.media-amazon.com/images/I/81vJQcjR4AL._AC_SL1500_.jpg
61,B0DZ25HB2Z,67224,727,483.77,586.86,83,86,58,28,387.12,199.74,1.081459003,0.665433287,11.41678129,82.43362983,1.213097133,Rectangle Folded Card,PAWZITY,Birthday ,H2O_GreCard_1570,,Nguyen Huu Dat,X004LDDBLN,2434,2421,2434,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExYXltRTpkM2RjYjRkN2Y0MmM4MDQ5M2M2OWJkYTMyZDEyYTAzODox,,,Text + Art (Bottom),More than 3 colors,0,0,Bright,Funny  ,Cartoon,Cute,People,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71pN+xBmovL._AC_SL1500_.jpg
62,B0DZ25NKKF,724551,4866,4169.7,7353,754,837,512,325,4472.38,2880.62,0.671588335,0.856905055,15.49527333,56.70746634,1.763436218,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1568,,Nguyen Van Dung,X004LDWMJP,2127,2038,2127,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExYk1ONjo4NWNlMTExNmE5NzI5ZDczYzMwNzcyNzU5ZjdkZGZiMjox,,Father Day,Only Text ,More than 3 colors,0,1,Bright,Fill-in-blank,Cartoon,Cute,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71enhRTHWlL._AC_SL1500_.jpg
63,B0DZ25NTH4,212609,4381,4417.9,12631.03,851,897,686,211,9937.14,2693.89,2.060590097,1.008422735,19.42478886,34.97656169,2.859057471,Card Pack 24,PAWZITY,Graduation,H2O_GreCard_1555,,Truong Thi Bich Ha,X004LDXF23,18,11,18,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExeW5TVDphOTM4YWM0Y2RmNzEyMjM3M2RmYzg5MzIwMWUyZTNhMDox,,Trend tháng 5,Text + Cliparts,1-3 colors,1,1,Dark,,Cartoon,Elegant,Text-based,,Card Pack 24,https://m.media-amazon.com/images/I/81xHZKCXgML._AC_SL1500_.jpg
64,B0DZ26Q9HH,362647,9577,6979.2,8716.08,1054,1085,669,416,5268.86,3447.22,2.64086012,0.728745954,11.00553409,80.07269323,1.248865199,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1567,,Nguyen Huu Dat,X004LDV3K9,1820,1700,1820,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExdWZucTpiMzRiODdkMjBjZDBiODk0Mzg0ZTc2MzdkNDgwZDkyZjox,,Father Day,Only Text ,1-3 colors,0,0,Bright,Sentimental  ,Simple,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/7153KesWJnL._AC_SL1500_.jpg
65,B0DZ274SXZ,352089,6591,5481.67,6961.95,830,836,567,269,4664.19,2297.76,1.871969871,0.831690184,12.59292975,78.73756634,1.270041794,Rectangle Folded Card,PAWZITY,Husband,H2O_GreCard_1564,,Nguyen Uyen Phuong,X004LDTYIH,1918,1830,1918,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExRXY0WjpmYjYyMTRjNTE4N2I0NjIxNjQxYWNhM2NiYmMxZWFlNTox,,Father Day,Only Text ,1-3 colors,1,0,Dark,Sentimental  ,Vintage,Elegant,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/91BSFQ80uiL._AC_SL1500_.jpg
66,B0DZ276NVP,428591,9344,5642.33,6142.02,781,849,813,36,5781.68,360.34,2.180167106,0.603845248,8.358304795,91.86440292,1.088560931,Rectangle Folded Card,PAWZITY,Graduation,H2O_GreCard_1563,,Mai Duy Quang,X004LDXNB1,1447,1422,1447,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExWUt6WjozNDg3NjFiOGYzZmVlNTVhMjNmMWQwODc3OGZhMjhkNDox,,Trend tháng 5,Text + Art (Top),More than 3 colors,1,0,Dark,Graduation Message,Vintage,Elegant,Object-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/91ZgSpcukzL._AC_SL1500_.jpg
67,B0DZ27JDWX,342462,8842,8226.18,12859.84,1273,1415,1027,388,9399.03,3460.81,2.581892298,0.930352861,14.3971952,63.96798094,1.563282107,Rectangle Folded Card,PAWZITY,Dad,H2O_GreCard_1569,,Tran Phuoc Tam,X004LDY9Q9,1714,1415,1714,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExZ3dvNzowZGRlMjdjOTg5YjE4YTg4YTdhYzc3NzAzZTA5YzcyNTox,,Father Day,Only Text ,More than 3 colors,0,1,Bright,Fill-in-blank,Cartoon,Cute,Text-based,,Rectangle Folded Card,https://m.media-amazon.com/images/I/71sNdZ+fmHL._AC_SL1500_.jpg
68,B0DZ27TNVF,141809,4741,4444.82,8670.71,486,629,601,28,8301.99,368.72,3.343229273,0.937527948,10.2510019,51.2624687,1.950744912,Card Pack 24,PAWZITY,"Graduation,Thank you",H2O_GreCard_1556,,Truong Thi Bich Ha,X004LDWWRR,290,260,290,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExWVlMNjo4ZjU1NmEyZTdiMGJjYzdhNjYzODg2NzMzNmRmNGM2YTox,,Trend tháng 5,Text + Cliparts,More than 3 colors,0,0,Seasonal Color  ,Graduation Message,Simple,Elegant,Object-based,,Card Pack 24,https://m.media-amazon.com/images/I/81weLoMue0L._AC_SL1500_.jpg
69,B0DZ28KBWK,198903,4555,4496.18,10423.4,686,730,552,178,8052.48,2370.92,2.290060984,0.987086718,15.06037322,43.13544525,2.318279072,Card Pack 24,PAWZITY,Graduation,H2O_GreCard_1562,,Truong Thi Bich Ha,X004LDXFPP,178,171,178,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExa3RXQTpkNWU4ZTYwMzQ0OWVmMWI3MDcxMjFkMDViNjExNzg2ZDox,Set Card,Trend tháng 5,Text + Cliparts,1-3 colors,1,0,Dark,Graduation Message,Vintage,Elegant,Text-based,,Card Pack 24,https://m.media-amazon.com/images/I/819NiODXY6L._AC_SL1500_.jpg
70,B0DZ2BRQSS,155403,1427,1299.45,809.31,58,69,53,16,624.47,184.84,0.918257691,0.910616678,4.064470918,160.5627016,0.62280965,Card Pack 30,PAWZITY,Graduation,H2O_GreCard_1560,,Truong Thi Bich Ha,X004LF088F,888,888,888,NzUxNjQ2MTcyODU3ODc5NzYwNjpyZWN1RXoyNGExa3NOYTo0NTdjODI5ZWQ2MDYxNmE5MmRlZTY0Yjg5MTVmMzQwYzox,,Trend tháng 5,Text + Art (One side),1-3 colors,1,0,Seasonal Color  ,Graduation Message,Cartoon,Elegant,Text-based,,Card Pack 30,https://m.media-amazon.com/images/I/81gavOp0M3L._AC_SL1500_.jpg
